,Unnamed: 0,page,product_link,img_link,product_name,star,review_count,ingredient,brand_name,type
25,27,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182798&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=4,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018279803ko.jpg?l=ko,톤28 모발탈락개선 샴푸바 100g 3종 택1 (바오밥/검은콩/멘톨),4.6,548,"S19 : 소듐코코일이세티오네이트, 옥수수전분, 정제수, 글리세린, 코코넛애씨드, 코코-베타인, 동백나무씨오일, 세테아릴알코올, 소듐이세티오네이트, 시어버터, 트레할로오스, 바이오틴, 세라마이드엔피, 마데카소사이드, 판테놀, 레불리닉애씨드, 바오밥나무씨오일, 약모밀가루, 카페인, 글리세릴스테아레이트, 솔비탄카프릴레이트, 바오밥나무잎추출물, 석창포뿌리/줄기추출물, 펜틸렌글라이콜, 바닐라열매추출물, 첨차잎추출물, 복숭아추출물, 서양배추출물, 살구추출물, 사과추출물, 서양송악잎/줄기추출물, 멕시칸주니퍼오일, 센티드제라늄오일, 유칼립투스잎오일, 시트로넬올, 제라니올, 리날룰S20 : 라우릭애씨드, 정제수, 미리스틱애씨드, 프로판다이올, 글리세린, 팔미틱애씨드, 소듐하이드록사이드, 멘톨, 라우릴글루코사이드, 콘민트오일, 베타인, 치자추출물, 소듐하이알루로네이트, 다이메틸설폰, 나이아신아마이드, 판테놀, 피리독신에이치씨엘, 리모넨S21 : 소듐코코일이세티오네이트, 데실글루코사이드, 옥수수전분, 소듐라우로일글루타메이트, 판테놀, 글리세린, 소듐하이알루로네이트, 약모밀추출물, 쐐기풀추출물, 로즈마리추출물, 숯가루, 피마자씨오일, 동백나무씨오일, 하수오뿌리추출물, 자일리톨, 월계수잎오일, 검정콩추출물, 검은깨추출물, 흑미추출물, 정제수, 프로판다이올, 향기제비꽃/잎추출물, 서양송악잎/줄기추출물, 아니스열매추출물, 바닐라열매추출물, 바나나추출물",톤28,"지성,탈모,건성,민감성"
26,28,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000182808&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=5,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018280804ko.jpg?l=ko,톤28 모발탈락개선 샴푸바 300g 2종 택1 (바오밥/검은콩),4.7,509,"소듐코코일이세티오네이트, 옥수수전분, 정제수, 글리세린, 코코넛애씨드, 코코-베타인, 동백나무씨오일, 세테아릴알코올, 소듐이세티오네이트, 시어버터, 트레할로오스, 바이오틴, 세라마이드엔피, 마데카소사이드, 판테놀, 레불리닉애씨드, 바오밥나무씨오일, 약모밀가루, 카페인, 글리세릴스테아레이트, 솔비탄카프릴레이트, 바오밥나무잎추출물, 석창포뿌리/줄기추출물, 펜틸렌글라이콜, 바닐라열매추출물, 첨차잎추출물, 복숭아추출물, 서양배추출물, 살구추출물, 사과추출물, 서양송악잎/줄기추출물, 멕시칸주니퍼오일, 센티드제라늄오일, 유칼립투스잎오일, 시트로넬올, 제라니올, 리날룰",톤28,"지성,탈모,건성,민감성"
27,29,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184422&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=6,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0018/A00000018442201ko.jpg?l=ko,클로란 네틀 노세범 드라이샴푸 150ML 2입 기획,4.6,540,"부탄,프로판,쌀전분,이소부탄,변성알코올39-C,사이클로덱스트린,사이클로펜타실록세인,실리카,아이소프로필미리스테이트,사이클로헥사실록세인,알루미늄전분옥테닐석시네이트,향료,세트리모늄클로라이드,프로필렌글라이콜,정제수,폴리솔베이트20,쐐기풀뿌리추출물",클로란,
28,30,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190308&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=7,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0019/A00000019030810ko.jpg?l=ko,달리프 오리지널 퍼퓸 드라이샴푸 200ml (노세범/유분순삭),4.6,554,"부탄,프로판,변성알코올,타피오카전분,정제수,카올린,아이소프로필미리스테이트,사이클로펜타실록세인,사이클로헥사실록세인,아이소프로필팔미테이트,부틸렌글라이콜,당느릅나무뿌리추출물,다시마추출물,알로에베라잎추출물,참마뿌리추출물,제비꽃꽃추출물,글리세린,라벤더꽃추출물,로즈마리잎추출물,마트리카리아꽃추출물,베르가못잎추출물,페퍼민트잎추출물,프리지아추출물,히비스커스꽃추출물,산수유열매추출물,루이보스추출물,유자추출물,퀼라자껍질추출물,칡뿌리추출물,대왕소나무잎추출물,달맞이꽃꽃추출물,에틸헥실글리세린,1,2-헥산다이올,향료,벤질살리실레이트,시트로넬올,헥실신남알,하이드록시시트로넬알,리모넨,리날룰,알파-아이소메틸아이오논",달리프,"지성,건성"
29,31,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207742&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=8,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020774210ko.jpg?l=ko,다이안 퍼펙트 뷰티 드라이 샴푸 프레시 시트러스 & 피어,4.8,5,"부탄, 아이소부탄, 에탄올, 프로판, 알루미늄전분옥테닐석시네이트, 프로필렌글라이콜, 아이소프로필미리스테이트, 멘톨, 호호바씨오일, 분홍바늘꽃꽃/잎/줄기추출물, o-사이멘-5-올, 살리실릭애씨드, 살비아잎추출물, 페퍼민트잎추출물, 유칼립투스잎추출물, 카멜그라스잎/줄기추출물, 하이드롤라이즈드케라틴, 아르간커넬오일, 망고씨오일, 쿠네아타산사열매추출물, 대추추출물, 사과추출물, 왕귤추출물(0.0006%), 라임즙(0.001%), 오렌지즙(0.001%), 레몬즙(0.001%), 세라마이드이오피, 세라마이드엔지, 세라마이드엔피, 세라마이드에이지, 세라마이드에이피, 쿼터늄-18, 쿼터늄-33, 콜레스테롤, 부틸렌글라이콜, 소듐메타바이설파이트, 정제수, 아이소프로필알코올, 다이스테아릴다이모늄클로라이드, 페녹시에탄올, 향료, 벤질벤조에이트, 시트랄, 시트로넬올, 제라니올, 리날룰",다이안,"지성,건성"
30,32,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207766&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=9,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020776609ko.jpg?l=ko,다이안 퍼펙트 뷰티 드라이 샴푸 프레시 망고 & 머스크,5.0,6,"부탄, 아이소부탄, 에탄올, 프로판, 알루미늄전분옥테닐석시네이트, 프로필렌글라이콜, 아이소프로필미리스테이트, 멘톨, 호호바씨오일, 분홍바늘꽃꽃/잎/줄기추출물, o-사이멘-5-올, 살리실릭애씨드, 살비아잎추출물, 페퍼민트잎추출물, 유칼립투스잎추출물, 카멜그라스잎/줄기추출물, 하이드롤라이즈드케라틴, 아르간커넬오일, 망고씨오일(0.003%), 쿠네아타산사열매추출물, 대추추출물, 사과추출물, 왕귤추출물, 라임즙, 오렌지즙, 레몬즙, 세라마이드이오피, 세라마이드엔지, 세라마이드엔피, 세라마이드에이지, 세라마이드에이피, 쿼터늄-18, 쿼터늄-33, 콜레스테롤, 부틸렌글라이콜, 소듐메타바이설파이트, 정제수, 아이소프로필알코올, 다이스테아릴다이모늄클로라이드, 페녹시에탄올, 향료, 벤질알코올, 신남알, 시트랄, 시트로넬올, 제라니올, 리날룰",다이안,"지성,건성"
31,34,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207777&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=11,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020777715ko.jpg?l=ko,다이안 퍼펙트 뷰티 드라이 샴푸 무향료,4.3,6,"부탄, 아이소부탄, 에탄올, 프로판, 알루미늄전분옥테닐석시네이트, 프로필렌글라이콜, 아이소프로필미리스테이트, 멘톨, 호호바씨오일, 분홍바늘꽃꽃/잎/줄기추출물, o-사이멘-5-올, 살리실릭애씨드, 살비아잎추출물, 페퍼민트잎추출물, 유칼립투스잎추출물, 카멜그라스잎/줄기추출물, 하이드롤라이즈드케라틴, 아르간커넬오일, 망고씨오일, 쿠네아타산사열매추출물, 대추추출물, 사과추출물, 왕귤추출물, 라임즙, 오렌지즙, 레몬즙, 세라마이드이오피, 세라마이드엔지, 세라마이드엔피, 세라마이드에이지, 세라마이드에이피, 쿼터늄-18, 쿼터늄-33, 콜레스테롤, 부틸렌글라이콜, 소듐메타바이설파이트, 정제수, 아이소프로필알코올, 다이스테아릴다이모늄클로라이드, 페녹시에탄올",다이안,"지성,건성"
32,35,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000009616&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=12,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0000/A00000000961606ko.jpg?l=ko,바티스트 드라이샴푸 블러쉬 200ml,4.6,3426,"■ 부탄, 아이소부탄, 프로판, 쌀전분, 변성알코올, 향료, 부틸페닐메틸프로피오날,리날룰, 다이스테아릴다이모늄클로라이드, 세트리모늄클로라이드",바티스트,
33,36,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000013995&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=13,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0001/A00000001399506ko.jpg?l=ko,바티스트 드라이샴푸 체리 50ml,4.7,379,"■ 부탄,아이소부탄,프로판,쌀전분,변성알코올,향료,세트리모늄클로라이드,다이스테아릴다이모늄클로라이드,리모넨,리날룰",바티스트,
34,38,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000150322&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=15,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0015/A00000015032206ko.jpg?l=ko,바티스트 드라이샴푸 에덴 블룸 200ml,4.6,74,"부탄, 아이소부탄, 프로판, 쌀전분, 변성알코올, 향료, 다이스테아릴다이모늄클로라이드, 세트리모늄클로라이드, 하이드록시시트로넬알, 리모넨, 리날룰",바티스트,
35,39,2,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170449&dispCatNo=1000001000400080005&trackingCd=Cat1000001000400080005_Small&t_page=카테고리관&t_click=샴푸바/드라이샴푸_소_샴푸바/드라이샴푸__상품상세&t_number=16,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017044906ko.jpg?l=ko,라보에이치 탈모증상완화 두피강화 샴푸바+거품망 증정기획,4.6,255,"""소듐코코일이세티오네이트, 옥수수전분, 정제수, 부틸렌글라이콜, 살구씨가루, 카프릴릭/카프릭트라이글리세라이드, 페퍼민트오일, 에틸헥실글리세린, 스타아니스열매/씨오일, 로즈마리잎오일, 연필향나무오일, 소듐파이테이트, 덱스트린, 폴리쿼터늄-22, 콘민트오일, 돌콩배아추출물, 유칼립투스잎오일, 바질오일, 캐모마일꽃오일, 향기제비꽃잎추출물, 락토바실러스발효용해물, 토코페롤, 세라마이드엔피, 바이오틴""",라보에이치,"지성,건성"
